id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,custom_number_0,custom_number_1,custom_number_2,next_departure
416,Eenoudervakantie Burgh-Haamstede,"Vier vakantie in Zeeland met je kinderen in Burgh-Haamstede. Geniet van strand, duinen, activiteiten en gezelligheid met eenoudergezinnen.",in stock,new,199.00 EUR,https://www.estivant.nl/eenoudervakanties/nederland/burgh-haamstede/,"https://www.estivant.nl/media/torplnb1/carindeben-estivantzomer2026_374.jpg?rxy=0.3508771929824561,0.4849624060150376&width=1440&height=775&v=1dd444df8c7d800","https://www.estivant.nl/media/vv2d5gop/carindeben-estivantzomer2026_366.jpg,https://www.estivant.nl/media/dnlata2t/carindeben-estivantzomer2026_384.jpg,https://www.estivant.nl/media/vryovgl1/carindeben-estivantzomer2026_332.jpg,https://www.estivant.nl/media/1hunugwe/carindeben-estivantzomer2026_419.jpg,https://www.estivant.nl/media/e2xe3vzy/carindeben-estivantzomer2026_369.jpg,https://www.estivant.nl/media/0tzjdefm/carindeben-estivantzomer2026_387.jpg,https://www.estivant.nl/media/eqlneaux/carindeben-estivantzomer2026_330.jpg,https://www.estivant.nl/media/y35agdko/carindeben-estivantzomer2026_359.jpg,https://www.estivant.nl/media/hngpyauu/carindeben-estivantzomer2026_393.jpg,https://www.estivant.nl/media/gjgltdru/carindeben-estivantzomer2026_407.jpg",Estivant,Eenoudervakantie > Nederland > Watersport,Eenoudervakantie,Watersport,Zomervakantie,Nederland,"8-11 jaar, 12-14 jaar",199,,,
417,Eenoudervakantie Kuierpad,Vier vakantie met andere eenoudergezinnen op het Kuierpad in Drenthe. Populaire camping met binnen- en buitenzwembad en zwemvijver. Bekijk deze eenoudervakantie!,in stock,new,99.00 EUR,https://www.estivant.nl/eenoudervakanties/nederland/kuierpad/,"https://www.estivant.nl/media/w3pjd5xk/drenthe1-1.jpg?rxy=0.6641604010025063,0.5626323186678289&width=1440&height=775&v=1dc9513161f2790","https://www.estivant.nl/media/svkmwqmq/estivant-eenouder-vakantie-reizen-nederland-kuierpad-zomer-kind-meisje-tent.jpg,https://www.estivant.nl/media/eefbl0ux/img-20220806-wa0010.jpg,https://www.estivant.nl/media/e0rhrd5p/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2023-glijbaan-buiten-zwemvijver.jpg,https://www.estivant.nl/media/4lud00e4/wezeperbrug-2-4.jpg,https://www.estivant.nl/media/2o1hwymu/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2022-medewerker-kinderen-water-spelen.jpg,https://www.estivant.nl/media/1izkclak/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2022-medewerker-kinderen-locatie.jpg,https://www.estivant.nl/media/tsalt322/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2020-ouders-aan-zwemvijver-relaxen.jpg,https://www.estivant.nl/media/0yddan50/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2020-klimpark.jpg,https://www.estivant.nl/media/mtybf5pi/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2020-kind-klimpark-touwen.jpg,https://www.estivant.nl/media/je1jjpko/estivant-eenouder-vakantie-reizen-zomer-nederland-kuierpad-2022-kind-bamboe-stokken.jpg",Estivant,Eenoudervakantie > Nederland > Ontspanning,Eenoudervakantie,Ontspanning,Meivakantie,Nederland,"4-7 jaar, 8-11 jaar, 12-14 jaar",99,,,
363,Eenoudervakantie Flachau,"Ga met je kinderen op wintersport in Flachau. Geniet van skiën, sneeuwpret en gezellige momenten met andere eenoudergezinnen. Boek deze voorjaarsvakantie!",in stock,new,1197.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/flachau/,https://www.estivant.nl/media/ms2fmlcn/4-estivant-eenoudervakantie-oostenrijk-flachau-wintersport-groep-kinderen-kikkerperspectief-2025.jpg?width=1440&height=775&v=1dcf3637ed9ff40,"https://www.estivant.nl/media/qsmdp2xu/293-carindeben-photography_292.jpg,https://www.estivant.nl/media/nooo4xvs/129-carindeben-photography_128.jpg,https://www.estivant.nl/media/asbbujl5/3-estivant-eenoudervakantie-oostenrijk-flachau-wintersport-groep-skiers-treintje-2025.jpg,https://www.estivant.nl/media/lbcnl13d/207-carindeben-photography_206.jpg,https://www.estivant.nl/media/iu1d2fbg/175-carindeben-photography_174.jpg,https://www.estivant.nl/media/ckjecfsi/313-carindeben-photography_312.jpg,https://www.estivant.nl/media/phrpyald/316-carindeben-photography_315.jpg,https://www.estivant.nl/media/xz1pycoh/307-carindeben-photography_306.jpg,https://www.estivant.nl/media/1eqj1yt0/321-carindeben-photography_320.jpg,https://www.estivant.nl/media/k2yjowdb/1-estivant-eenoudervakantie-oostenrijk-flachau-wintersport-start-racebaan-kind-2025.jpg",Estivant,Eenoudervakantie > Oostenrijk > Wintersport,Eenoudervakantie,Wintersport,Wintersport,Oostenrijk,"8-11 jaar, 12-14 jaar, 15 plus",1197,,,
360,Eenoudervakantie Jenig-Nassfeld,Ga op wintersport met andere eenoudergezinnen in Jenig-Nassfeld. Hotel exclusief voor Estivant-gasten. Bekijk deze voorjaarsvakantie!,in stock,new,897.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/jenig/,"https://www.estivant.nl/media/xb1ijx3v/13-estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2023-voorjaarsvakantie-13.jpg?rxy=0.5,0.7034252297410192&width=1440&height=775&v=1dcf29460e0d060","https://www.estivant.nl/media/3eshch54/32-estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2023-voorjaarsvakantie-62.jpg,https://www.estivant.nl/media/rmdfrsrh/38-waideggerwirt_nassfeld_hermagor_07.jpg,https://www.estivant.nl/media/ctxk2s1v/estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2024-voorjaarsvakantie-19.jpg,https://www.estivant.nl/media/jrnp3wul/5-wintersport-jenig-oostenrijk-landhuis-waidegger-wirt-d83e779f-6bb2-45ac-8ed9-9e45b23f3ad4.jpg,https://www.estivant.nl/media/wweldem3/27-estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2023-voorjaarsvakantie-73.jpg,https://www.estivant.nl/media/qpuhcct4/41-dsc04414.jpg,https://www.estivant.nl/media/nwwo2ubx/39-dsc05761.jpg,https://www.estivant.nl/media/wx5nyqdh/estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2024-voorjaarsvakantie-23.jpg,https://www.estivant.nl/media/lrzpardz/22-estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2023-voorjaarsvakantie-94.jpg,https://www.estivant.nl/media/wlshewaz/estivant-wintersport-eenouder-vakanties-jenig-oostenrijk-2023-voorjaarsvakantie-91.jpg",Estivant,Eenoudervakantie > Oostenrijk > Wintersport,Eenoudervakantie,Wintersport,Wintersport,Oostenrijk,"4-7 jaar, 8-11 jaar, 12-14 jaar, 15 plus",897,,,
359,Eenoudervakantie Maria Alm,Ga op wintersport met andere eenoudergezinnen in Maria Alm. Hotel exclusief voor Estivant-gasten in het skigebied Hochkönig. Bekijk deze eenoudervakantie!,in stock,new,1299.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/maria-alm/,https://www.estivant.nl/media/x5qlx0qk/dsc04310-edit-edit-1.jpg?width=1440&height=775&v=1dcf3371de99370,"https://www.estivant.nl/media/xfhdfdfw/65-dsc04346-cde2da2c.jpg,https://www.estivant.nl/media/10xhliwq/dsc05157.jpg,https://www.estivant.nl/media/b2mjwaox/dsc05230-2.jpg,https://www.estivant.nl/media/gpwhlkzh/1-pano0001-pano.jpg,https://www.estivant.nl/media/wumn33nn/56-carindeben-photography_55.jpg,https://www.estivant.nl/media/j4djmpbz/6-dsc04383.jpg,https://www.estivant.nl/media/1m1lekuh/2-dsc03949.jpg,https://www.estivant.nl/media/ypgfrnlc/162-carindeben-photography_161.jpg,https://www.estivant.nl/media/vv1hc2uw/dsc06278-2-min.jpg,https://www.estivant.nl/media/3ddeav11/64-dsc06300.jpg",Estivant,Eenoudervakantie > Oostenrijk > Wintersport,Eenoudervakantie,Wintersport,Wintersport,Oostenrijk,"4-7 jaar, 8-11 jaar, 12-14 jaar, 15 plus",1299,,,
361,Eenoudervakantie Mittersill,Ga op wintersport met andere eenoudergezinnen in Mittersill. Leuk voor jong & oud: het populaire gebied Kitzbühel-Kirchberg. Bekijk deze voorjaarsvakantie!,in stock,new,1147.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/mittersill/,"https://www.estivant.nl/media/jm3mumyl/140-carindeben-photography_139.jpg?rxy=0.5150375939849624,0.38721804511278196&width=1440&height=775&v=1dd2e4c99d75080","https://www.estivant.nl/media/krqedljt/87-carindeben-photography_86.jpg,https://www.estivant.nl/media/jpidlmvv/15-carindeben-photography_14.jpg,https://www.estivant.nl/media/ncjb5ju1/215-carindeben-photography_214.jpg,https://www.estivant.nl/media/3dxi2m4s/6-estivant-mittersill2012_ajz2648-bw.jpg,https://www.estivant.nl/media/myffshll/282-carindeben-photography_281.jpg,https://www.estivant.nl/media/bpoikfr3/20-carindeben-photography_19.jpg,https://www.estivant.nl/media/uu0levmm/276-carindeben-photography_275.jpg,https://www.estivant.nl/media/1m1jp0sa/4-estivant-mittersill2012_ajz2260-bw.jpg,https://www.estivant.nl/media/txgpg0zw/44-dsc02228.jpg,https://www.estivant.nl/media/lnrlgw24/48-mittersill-2023-wintersport-estivant-eenouder-oostenrijk-groepsfoto.jpg",Estivant,Eenoudervakantie > Oostenrijk > Wintersport,Eenoudervakantie,Wintersport,Wintersport,Oostenrijk,"4-7 jaar, 8-11 jaar, 12-14 jaar, 15 plus",1147,,,
366,Eenoudervakantie Niederau Winter,Ga met je kind(eren) op wintersport in Niederau. Ontdek het skigebied in Tirol en geniet van sneeuwpret met andere eenoudergezinnen. In de kerst- en voorjaarsvakantie!,in stock,new,1097.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/niederau/,"https://www.estivant.nl/media/2dgepcnb/337-carindeben-photography_336.jpg?rxy=0.5288220551378446,0.3684210526315789&width=1440&height=775&v=1dcf7fb43989f80","https://www.estivant.nl/media/icjdnq03/spass_pur_im_kinderland_juppi_do_-ski_juwel_alpbachtal_wildschoenau.jpg,https://www.estivant.nl/media/bgzjxogg/mittersill-2023-wintersport-estivant-eenouder-oostenrijk-lift-2.jpg,https://www.estivant.nl/media/gtkhlt1j/224-carindeben-photography_223.jpg,https://www.estivant.nl/media/imig2egz/estivant-singlevakantie-wintersport-zell-am-ziller-skipiste.jpg,https://www.estivant.nl/media/zr3gpmom/36-carindeben-photography_35.jpg,https://www.estivant.nl/media/duvpsxmg/257-carindeben-photography_256.jpg,https://www.estivant.nl/media/rxzlx1fn/2-piste-in-dorp.jpg,https://www.estivant.nl/media/obqnjfyo/13-carindeben-photography_12.jpg,https://www.estivant.nl/media/i54ffk2a/kaltenbach-stumm-2023-wintersport-estivant-eog-147-1.jpg,https://www.estivant.nl/media/2ucl5laf/dsc02803.jpg",Estivant,Eenoudervakantie > Oostenrijk > Wintersport,Eenoudervakantie,Wintersport,Wintersport,Oostenrijk,"4-7 jaar, 8-11 jaar, 12-14 jaar, 15 plus",1097,,,
419,Eenoudervakantie Scheffau,"Ga samen met je kinderen op wintersport in Scheffau bij Wilder Kaiser. Geniet van sneeuw, activiteiten en gezelligheid met eenoudergezinnen.",in stock,new,997.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/scheffau/,https://www.estivant.nl/media/jnmehtg5/dsc07252-2.jpg?width=1440&height=775&v=1dcf811a4cd6950,"https://www.estivant.nl/media/le5lqzhl/carindeben-photography_155.jpg,https://www.estivant.nl/media/pakn4l4q/329-carindeben-photography_328.jpg,https://www.estivant.nl/media/rbppypjd/837693737.jpg,https://www.estivant.nl/media/ne3anwdm/pinzolo-2023-wintersport-estivant-eog-271.jpg,https://www.estivant.nl/media/upknik3f/320-carindeben-photography_319.jpg,https://www.estivant.nl/media/h2znb25j/carindeben-photography_49.jpg,https://www.estivant.nl/media/ugmdze0v/218-carindeben-photography_217.jpg,https://www.estivant.nl/media/12zft0ul/284-carindeben-photography_283.jpg,https://www.estivant.nl/media/3ckp5zof/8-carindeben-photography_7.jpg,https://www.estivant.nl/media/gc1cao3j/326-carindeben-photography_325.jpg",Estivant,Eenoudervakantie > Oostenrijk > Wintersport,Eenoudervakantie,Wintersport,Wintersport,Oostenrijk,"4-7 jaar, 8-11 jaar, 12-14 jaar, 15 plus",997,,,
418,Eenoudervakantie Wildschönau,"Ontdek het Oostenrijkse Wildschönau in de zomer met je kinderen. Geniet van frisse berglucht, buitenactiviteiten en gezelligheid met andere eenoudergezinnen.",in stock,new,662.00 EUR,https://www.estivant.nl/eenoudervakanties/oostenrijk/wildschonau/,"https://www.estivant.nl/media/ul3hw432/istock-1424973892.jpg?rxy=0.4949874686716792,0.35509628933771725&width=1440&height=775&v=1dd45267a6a17f0","https://www.estivant.nl/media/1sgdadqe/16-berwang_tirol-werbung_kathrein-verena_berwang.jpg,https://www.estivant.nl/media/vryjyemb/12-estivant-eenouder-vakanties-frankrijk-axat-klimmen-2013-1.jpg,https://www.estivant.nl/media/up2jkgta/23-estivant-eenouder-vakanties-levico-itali%C3%AB-bos-klimmen-klauteren-kind-klimbos-2013-3.jpg,https://www.estivant.nl/media/22gkyt4z/image00005.jpg,https://www.estivant.nl/media/rd0pdy2m/image00003.jpg,https://www.estivant.nl/media/jnwbtrfq/1-7.jpg,https://www.estivant.nl/media/mw1jbiej/33-estivant-eenouder-vakantie-oostenrijk-wildschoenau-zomer-gondel.jpg,https://www.estivant.nl/media/kiwb1e2g/28-estivant-eenouder-vakantie-oostenrijk-wildschoenau-zomer-openbaar-zwembad.jpg,https://www.estivant.nl/media/anbjokjo/29-estivant-eenouder-vakantie-oostenrijk-wildschoenau-zomer-bergen.jpg,https://www.estivant.nl/media/42hapkzf/34-estivant-eenouder-oostenrijk-wildschoenau-mountainbiken.jpg",Estivant,Eenoudervakantie > Oostenrijk > Actief,Eenoudervakantie,Actief,Zomervakantie,Oostenrijk,"8-11 jaar, 12-14 jaar",662,,,
391,Eenoudervakantie Cambrils,"Vier vakantie met andere eenoudergezinnen in Cambrils. Camping aan zee met een groot zwemparadijs, disco en bioscoop. Bekijk deze eenoudervakantie!",in stock,new,298.00 EUR,https://www.estivant.nl/eenoudervakanties/spanje/cambrils/,"https://www.estivant.nl/media/44wpbxwo/estivant-eenouder-vakantie-reizen-spanje-cambrils-zomer-torre-del-sol-strand-boulevard-luchtfoto-1.jpg?rxy=0.5,0.6437077566784679&width=1440&height=775&v=1dd4512e2f9c310","https://www.estivant.nl/media/nztmcodv/dsc02518-c9fde14e.jpg,https://www.estivant.nl/media/5epjgmgc/84fee0d3-76cb-4949-85d5-bab1cd1dbe0c.jpg,https://www.estivant.nl/media/zizje4hm/dsc02204-0731b8fc.jpg,https://www.estivant.nl/media/ilneehkr/estivant-eenouder-vakantie-reizen-spanje-cambrils-zomer-boulevard-strand-palmbomen.jpg,https://www.estivant.nl/media/i5lahcpv/tarragona.jpg,https://www.estivant.nl/media/vcwk4r1n/dsc02584-6d240f4e.jpg,https://www.estivant.nl/media/xeim0a3s/528809960_18406358104116161_8891297156388390141_n.jpg,https://www.estivant.nl/media/e0tfnc2s/dsc02401.jpg,https://www.estivant.nl/media/blfbfslr/dsc03953.jpg,https://www.estivant.nl/media/eqqhn0wr/dsc01549.jpg",Estivant,Eenoudervakantie > Spanje > Strand,Eenoudervakantie,Strand,Zomervakantie,Spanje,"12-14 jaar, 15 plus",298,,,
